OrderDate,SalesID,SalesName,InvoiceNo,CustomerName,Gender,CustomerID,CustomerType,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,CreditedAmount,Commission,Year,Month,Day,NetSales,DueAmount
7/30/2025,SID010,Bonna Akter,INV2507100126,Star Fashion,Female,CUS00057,Walk In,Body Lotion,COS004,Cosmetics,CAT002,650,72,46800,2340,44460,2223,8892,1333.8,2025,July,30,42237,8892
1/12/2026,SID010,Tasnia Rahman,INV2601100127,Elegant Boutique,Male,CUS00245,Walk In,Face Scrub,COS027,Cosmetics,CAT002,550,23,12650,885.5,11764.5,588.23,2352.9,352.94,2026,January,12,11176.27,2352.9
9/14/2026,SID017,Samira Akter,INV2609100128,Beauty Avenue,Female,CUST049,Distributor,Body Lotion,COS004,Cosmetics,CAT002,650,8,5200,260,4940,0,0,148.2,2026,September,14,4940,0
5/16/2025,SID003,Sharmin Akter,INV2505100129,Cosmetics Central,Female,CUST058,Distributor,Hair Color,COS012,Cosmetics,CAT002,1500,79,118500,5925,112575,0,22515,3377.25,2025,May,16,112575,22515
9/28/2026,SID018,Sadia Afrin,INV2609100130,Infinity Style,Both,CUS00243,Distributor,Luggage,ACC013,Accessories,CAT003,8000,97,776000,77600,698400,13968,139680,20952,2026,September,28,684432,139680
10/22/2026,SID020,Sadia Afrin,INV2610100131,New Era Fashion,Both,CUS00269,Walk In,Kids Dress,APP008,Fashion Apparel,CAT001,950,30,28500,2850,25650,513,0,769.5,2026,October,22,25137,0
12/3/2026,SID002,Abdullah Al Mamun,INV2612100132,Fresh Look,Male,CUS00023,Online,Makeup Kit,COS034,Cosmetics,CAT002,2500,27,67500,0,67500,3375,13500,2025,2026,December,3,64125,13500
2/5/2025,SID014,Farzana Akter,INV2502100133,Prime Collection,Male,CUS00323,Online,Umbrella,ACC014,Accessories,CAT003,1200,45,54000,0,54000,1080,10800,1620,2025,February,5,52920,10800
12/26/2026,SID009,Rafiul Karim,INV2612100134,Classic Apparel,Female,CUST003,Walk In,Feminine Wash,COS022,Cosmetics,CAT002,400,21,8400,840,7560,0,0,226.8,2026,December,26,7560,0
11/6/2026,SID012,Mahmudul Hasan,INV2611100135,Cosmetics Plus,Male,CUS00261,Online,Handbag,ACC001,Accessories,CAT003,3500,82,287000,14350,272650,5453,54530,8179.5,2026,November,6,267197,54530
8/11/2025,SID001,Mahmudul Hasan,INV2508100136,Fashion Avenue,Both,CUS00136,Retail,Face Mask,COS020,Cosmetics,CAT002,600,66,39600,2772,36828,1841.4,7365.6,1104.84,2025,August,11,34986.6,7365.6
1/2/2026,SID018,Jannatul Ferdous,INV2601100137,New Era Fashion,Both,CUS00477,Online,Jewelry Set,ACC009,Accessories,CAT003,4500,22,99000,4950,94050,4702.5,18810,2821.5,2026,January,2,89347.5,18810
6/17/2025,SID015,Farzana Akter,INV2506100138,Urban Avenue,Female,CUS00231,Online,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,56,16800,504,16296,0,4888.8,488.88,2025,June,17,16296,4888.8
10/24/2026,SID014,Sharmin Akter,INV2610100139,Modern Boutique,Both,CUS00151,Walk In,Sunscreen,COS009,Cosmetics,CAT002,1150,49,56350,1690.5,54659.5,1093.19,16397.85,1639.78,2026,October,24,53566.31,16397.85
4/2/2025,SID009,Sadia Afrin,INV2504100140,Fashion Express,Male,CUS00493,Walk In,Wallet,ACC002,Accessories,CAT003,1200,31,37200,0,37200,0,7440,1116,2025,April,2,37200,7440
4/23/2026,SID018,Rakib Hasan,INV2604100141,Unique Collection,Female,CUS00418,Online,Body Oil,COS040,Cosmetics,CAT002,800,70,56000,0,56000,2800,16800,1680,2026,April,23,53200,16800
7/10/2025,SID005,Sharmin Akter,INV2507100142,Infinity Style,Female,CUS00253,Walk In,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,9,2250,0,2250,0,675,67.5,2025,July,10,2250,675
2/10/2025,SID010,Bonna Akter,INV2502100143,Beauty Express,Male,CUST002,Online,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,24,10800,756,10044,200.88,3013.2,301.32,2025,February,10,9843.12,3013.2
10/11/2025,SID019,Farzana Akter,INV2510100144,Cosmo House,Both,CUST055,Distributor,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,73,65700,4599,61101,3055.05,18330.3,1833.03,2025,October,11,58045.95,18330.3
9/3/2025,SID010,Rashedul Islam,INV2509100145,Rainbow Apparel,Both,CUS00236,Walk In,Personal Toys,COS041,Cosmetics,CAT002,1500,79,118500,8295,110205,2204.1,0,3306.15,2025,September,3,108000.9,0
1/2/2025,SID009,Nusrat Jahan,INV2501100146,Elegant Choice,Both,CUS00313,Distributor,Deodorant,COS016,Cosmetics,CAT002,450,13,5850,585,5265,105.3,1579.5,157.95,2025,January,2,5159.7,1579.5
4/17/2025,SID011,Shuvo Das,INV2504100147,Cosmetics Plus,Male,CUS00486,Retail,Gloves,ACC008,Accessories,CAT003,600,73,43800,2190,41610,2080.5,0,1248.3,2025,April,17,39529.5,0
9/27/2025,SID007,Nayeem Hasan,INV2509100148,Dream Fashion,Male,CUS00159,Retail,Baby Wipes,HYG011,Hygiene Products,CAT004,250,81,20250,2025,18225,364.5,3645,546.75,2025,September,27,17860.5,3645
8/12/2026,SID017,Shakil Khan,INV2608100149,Cosmetics Central,Female,CUST058,Distributor,Personal Lubricant,COS039,Cosmetics,CAT002,350,50,17500,1750,15750,315,0,472.5,2026,August,12,15435,0
2/6/2026,SID019,Abdullah Al Mamun,INV2602100150,Luxury Apparel,Male,CUS00238,Corporate,Hair Spray,COS029,Cosmetics,CAT002,450,72,32400,1620,30780,615.6,9234,923.4,2026,February,6,30164.4,9234
11/7/2026,SID003,Tanjina Sultana,INV2611100151,Elite Fashion,Female,CUS00078,Distributor,Baby Wipes,HYG011,Hygiene Products,CAT004,250,27,6750,337.5,6412.5,320.62,1282.5,192.38,2026,November,7,6091.88,1282.5
6/10/2026,SID004,Shuvo Das,INV2606100152,Smart Beauty,Male,CUS00427,Retail,Hair Accessories,ACC010,Accessories,CAT003,400,61,24400,732,23668,1183.4,7100.4,710.04,2026,June,10,22484.6,7100.4
7/28/2025,SID009,Mehedi Hasan,INV2507100153,New Era Fashion,Male,CUS00312,Online,Personal Toys,COS041,Cosmetics,CAT002,1500,57,85500,5985,79515,3975.75,15903,2385.45,2025,July,28,75539.25,15903
10/7/2025,SID007,Bonna Akter,INV2510100154,Urban Style,Female,CUS00401,Walk In,Women's Saree,APP005,Fashion Apparel,CAT001,3200,13,41600,0,41600,2080,12480,1248,2025,October,7,39520,12480
11/18/2026,SID019,Rafiul Karim,INV2611100155,Shine Collection,Female,CUS00360,Online,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,8,5200,520,4680,234,936,140.4,2026,November,18,4446,936
10/17/2026,SID010,Nusrat Jahan,INV2610100156,Diamond Cosmetics,Both,CUS00364,Distributor,Lipstick,COS002,Cosmetics,CAT002,850,66,56100,0,56100,1122,11220,1683,2026,October,17,54978,11220
9/12/2026,SID001,Rakib Hasan,INV2609100157,Fashion Avenue,Both,CUS00268,Retail,Hair Conditioner,COS032,Cosmetics,CAT002,750,90,67500,6750,60750,1215,18225,1822.5,2026,September,12,59535,18225
12/2/2025,SID009,Rashedul Islam,INV2512100158,Unique Collection,Both,CUS00253,Walk In,Body Mist,COS037,Cosmetics,CAT002,450,53,23850,1669.5,22180.5,443.61,6654.15,665.41,2025,December,2,21736.89,6654.15
3/29/2025,SID004,Shakil Khan,INV2503100159,Rainbow Apparel,Female,CUS00221,Corporate,Hair Mask,COS018,Cosmetics,CAT002,1100,8,8800,440,8360,418,1672,250.8,2025,March,29,7942,1672
11/2/2025,SID016,Rafiul Karim,INV2511100160,Grace Boutique,Male,CUS00156,Retail,Body Wash,COS030,Cosmetics,CAT002,600,89,53400,1602,51798,1035.96,15539.4,1553.94,2025,November,2,50762.04,15539.4
8/28/2025,SID010,Siam Ahmed,INV2508100161,Fashion Plus,Both,CUS00016,Walk In,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,74,37000,1850,35150,1757.5,7030,1054.5,2025,August,28,33392.5,7030
5/28/2025,SID013,Imran Hossain,INV2505100162,Dream Fashion,Female,CUS00448,Online,Women's Saree,APP005,Fashion Apparel,CAT001,3200,93,297600,0,297600,0,0,8928,2025,May,28,297600,0
3/17/2026,SID015,Rafiul Karim,INV2603100163,Cosmetics Plus,Male,CUS00073,Online,Jewelry Set,ACC009,Accessories,CAT003,4500,96,432000,0,432000,21600,86400,12960,2026,March,17,410400,86400
10/14/2026,SID020,Siam Ahmed,INV2610100164,Royal Cosmetics,Male,CUS00356,Online,Personal Toys,COS041,Cosmetics,CAT002,1500,90,135000,4050,130950,2619,0,3928.5,2026,October,14,128331,0
10/30/2025,SID005,Nayeem Hasan,INV2510100165,Infinity Style,Both,CUS00146,Retail,Nail Polish,COS013,Cosmetics,CAT002,400,98,39200,1176,38024,0,0,1140.72,2025,October,30,38024,0
2/8/2026,SID004,Rakib Hasan,INV2602100166,Glamour House,Both,CUS00103,Retail,Men Shirt,APP017,Fashion Apparel,CAT001,1600,73,116800,11680,105120,5256,31536,3153.6,2026,February,8,99864,31536
5/9/2026,SID009,Imran Hossain,INV2605100167,Luxury Apparel,Both,CUS00472,Distributor,Feminine Wash,HYG010,Hygiene Products,CAT004,400,76,30400,912,29488,0,5897.6,884.64,2026,May,9,29488,5897.6
9/17/2025,SID005,Abdullah Al Mamun,INV2509100168,Prime Collection,Male,CUS00383,Walk In,Kids Dress,APP008,Fashion Apparel,CAT001,950,33,31350,3135,28215,0,5643,846.45,2025,September,17,28215,5643
10/8/2025,SID007,Jannatul Ferdous,INV2510100169,Infinity Style,Both,CUS00366,Online,Mouthwash,HYG007,Hygiene Products,CAT004,300,96,28800,864,27936,0,8380.8,838.08,2025,October,8,27936,8380.8
7/19/2025,SID005,Tanjina Sultana,INV2507100170,Elite Collection,Both,CUS00209,Walk In,Women's Top,APP006,Fashion Apparel,CAT001,1200,46,55200,2760,52440,1048.8,15732,1573.2,2025,July,19,51391.2,15732
9/16/2025,SID016,Arif Hossain,INV2509100171,Royal Cosmetics,Female,CUS00166,Corporate,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,50,25000,0,25000,1250,7500,750,2025,September,16,23750,7500
9/15/2026,SID003,Rashedul Islam,INV2609100172,Premium Beauty,Female,CUS00211,Corporate,Face Wash,COS001,Cosmetics,CAT002,450,17,7650,229.5,7420.5,148.41,0,222.61,2026,September,15,7272.09,0
2/11/2026,SID020,Bonna Akter,INV2602100173,Classic Beauty,Both,CUST025,Corporate,Hair Straightener,COS035,Cosmetics,CAT002,3500,63,220500,6615,213885,4277.7,0,6416.55,2026,February,11,209607.3,0
9/6/2026,SID014,Mehedi Hasan,INV2609100174,Beauty Express,Male,CUST002,Online,Belt,ACC003,Accessories,CAT003,800,47,37600,0,37600,1880,11280,1128,2026,September,6,35720,11280
1/21/2025,SID004,Rakib Hasan,INV2501100175,Global Apparel,Male,CUS00145,Walk In,Personal Toys,COS041,Cosmetics,CAT002,1500,44,66000,6600,59400,0,11880,1782,2025,January,21,59400,11880
4/28/2026,SID005,Arif Hossain,INV2604100176,Luxury Apparel,Male,CUS00140,Online,Makeup Remover,COS015,Cosmetics,CAT002,550,11,6050,181.5,5868.5,117.37,1760.55,176.06,2026,April,28,5751.13,1760.55
5/13/2025,SID020,Imran Hossain,INV2505100177,Unique Collection,Female,CUS00286,Corporate,Personal Toys,COS041,Cosmetics,CAT002,1500,11,16500,1650,14850,0,0,445.5,2025,May,13,14850,0
3/23/2026,SID018,Rafiul Karim,INV2603100178,Premium Beauty,Both,CUS00148,Online,Women's Skirt,APP011,Fashion Apparel,CAT001,1500,73,109500,7665,101835,0,30550.5,3055.05,2026,March,23,101835,30550.5
12/27/2025,SID003,Mehedi Hasan,INV2512100179,New Era Fashion,Both,CUS00291,Online,Keychain,ACC015,Accessories,CAT003,300,76,22800,684,22116,442.32,6634.8,663.48,2025,December,27,21673.68,6634.8
8/5/2025,SID005,Mehedi Hasan,INV2508100180,Royal Cosmetics,Female,CUS00082,Online,Belt,ACC003,Accessories,CAT003,800,85,68000,6800,61200,0,18360,1836,2025,August,5,61200,18360
12/16/2025,SID017,Samira Akter,INV2512100181,Elite Collection,Both,CUS00293,Walk In,Hair Straightener,COS035,Cosmetics,CAT002,3500,36,126000,0,126000,6300,0,3780,2025,December,16,119700,0
11/8/2025,SID010,Nayeem Hasan,INV2511100182,Fashion Plus,Female,CUS00484,Walk In,Handbag,ACC001,Accessories,CAT003,3500,8,28000,0,28000,0,0,840,2025,November,8,28000,0
3/17/2026,SID009,Bonna Akter,INV2603100183,Beauty Avenue,Female,CUST049,Distributor,Body Butter,COS017,Cosmetics,CAT002,700,95,66500,4655,61845,0,12369,1855.35,2026,March,17,61845,12369
4/12/2026,SID005,Mim Akter,INV2604100184,Modern Boutique,Female,CUS00067,Walk In,Personal Toys,COS041,Cosmetics,CAT002,1500,26,39000,1170,37830,0,0,1134.9,2026,April,12,37830,0
1/20/2026,SID017,Rakib Hasan,INV2601100185,Cosmetics Central,Female,CUST058,Distributor,Keychain,ACC015,Accessories,CAT003,300,31,9300,0,9300,0,2790,279,2026,January,20,9300,2790
10/2/2025,SID014,Jannatul Ferdous,INV2510100186,Urban Beauty,Both,CUS00256,Distributor,Gloves,ACC008,Accessories,CAT003,600,86,51600,1548,50052,2502.6,10010.4,1501.56,2025,October,2,47549.4,10010.4
1/16/2026,SID020,Shakil Khan,INV2601100187,Cosmetics World,Female,CUS00438,Retail,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,84,63000,6300,56700,1134,0,1701,2026,January,16,55566,0
7/4/2025,SID001,Tanvir Islam,INV2507100188,Chic Collection,Male,CUST050,Online,Face Scrub,COS027,Cosmetics,CAT002,550,91,50050,3503.5,46546.5,0,0,1396.39,2025,July,4,46546.5,0
12/21/2026,SID001,Abdullah Al Mamun,INV2612100189,Wonder Collection,Both,CUS00290,Online,After Sun Lotion,COS031,Cosmetics,CAT002,700,92,64400,6440,57960,0,11592,1738.8,2026,December,21,57960,11592
12/2/2026,SID006,Rakib Hasan,INV2612100190,Apex Fashion,Female,CUST061,Distributor,Perfume,COS003,Cosmetics,CAT002,2200,27,59400,2970,56430,0,16929,1692.9,2026,December,2,56430,16929
10/15/2026,SID020,Nayeem Hasan,INV2610100191,NextGen Fashion,Female,CUS00091,Walk In,Sunscreen,COS009,Cosmetics,CAT002,1150,8,9200,0,9200,0,2760,276,2026,October,15,9200,2760
11/26/2026,SID020,Jannatul Ferdous,INV2611100192,Global Apparel,Both,CUS00268,Online,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,90,76500,0,76500,3825,15300,2295,2026,November,26,72675,15300
4/3/2025,SID004,Abdullah Al Mamun,INV2504100193,Modern Style,Male,CUS00031,Corporate,Foot Care Cream,COS023,Cosmetics,CAT002,300,21,6300,189,6111,122.22,1833.3,183.33,2025,April,3,5988.78,1833.3
2/15/2026,SID001,Nusrat Jahan,INV2602100194,Wonder Collection,Female,CUS00103,Corporate,Compact Powder,COS008,Cosmetics,CAT002,800,36,28800,0,28800,1440,5760,864,2026,February,15,27360,5760
7/25/2025,SID017,Tasnia Rahman,INV2507100195,Prime Collection,Both,CUS00430,Retail,Hair Serum,COS006,Cosmetics,CAT002,1200,70,84000,8400,75600,1512,0,2268,2025,July,25,74088,0
10/15/2025,SID011,Shakil Khan,INV2510100196,Fresh Look,Both,CUS00079,Walk In,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,89,66750,2002.5,64747.5,0,0,1942.42,2025,October,15,64747.5,0
5/6/2026,SID008,Tanvir Islam,INV2605100197,Fashion Plus,Both,CUS00076,Corporate,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,24,20400,2040,18360,367.2,3672,550.8,2026,May,6,17992.8,3672
8/9/2025,SID006,Rafiul Karim,INV2508100198,Trendy Boutique,Both,CUS00479,Distributor,After Sun Lotion,COS031,Cosmetics,CAT002,700,29,20300,1015,19285,964.25,3857,578.55,2025,August,9,18320.75,3857
1/16/2026,SID014,Abdullah Al Mamun,INV2601100199,Urban Trends,Both,CUS00060,Distributor,Hoodie,APP009,Fashion Apparel,CAT001,2500,17,42500,2125,40375,2018.75,0,1211.25,2026,January,16,38356.25,0
11/7/2025,SID009,Shuvo Das,INV2511100200,Urban Beauty,Male,CUS00496,Walk In,Body Butter,COS017,Cosmetics,CAT002,700,88,61600,1848,59752,2987.6,0,1792.56,2025,November,7,56764.4,0
12/3/2026,SID004,Sabbir Ahmed,INV2612100201,Trendy Boutique,Both,CUS00219,Retail,Disinfectant Spray,HYG003,Hygiene Products,CAT004,400,48,19200,0,19200,0,5760,576,2026,December,3,19200,5760
8/21/2025,SID004,Tanvir Islam,INV2508100202,Trendy Shop,Female,CUS00288,Online,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,35,15750,1575,14175,0,2835,425.25,2025,August,21,14175,2835
10/28/2026,SID010,Farzana Akter,INV2610100203,Glamour Point,Female,CUS00055,Walk In,Face Mask,HYG002,Hygiene Products,CAT004,150,69,10350,310.5,10039.5,200.79,2007.9,301.19,2026,October,28,9838.71,2007.9
10/30/2025,SID011,Tasnia Rahman,INV2510100204,Prime Collection,Both,CUS00301,Online,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,97,67900,3395,64505,3225.25,0,1935.15,2025,October,30,61279.75,0
10/6/2026,SID014,Mehedi Hasan,INV2610100205,Iconic Fashion,Both,CUS00331,Corporate,Personal Toys,COS041,Cosmetics,CAT002,1500,62,93000,0,93000,1860,0,2790,2026,October,6,91140,0
1/24/2025,SID020,Rakib Hasan,INV2501100206,Fashion Plus,Female,CUS00491,Corporate,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,64,44800,0,44800,0,8960,1344,2025,January,24,44800,8960
5/19/2025,SID017,Sabbir Ahmed,INV2505100207,Shine Collection,Both,CUS00418,Distributor,Handbag,ACC001,Accessories,CAT003,3500,52,182000,5460,176540,0,0,5296.2,2025,May,19,176540,0
10/10/2025,SID009,Sharmin Akter,INV2510100208,Trendy Shop,Female,CUS00399,Walk In,Women's Top,APP006,Fashion Apparel,CAT001,1200,20,24000,2400,21600,0,0,648,2025,October,10,21600,0
10/29/2025,SID017,Rakib Hasan,INV2510100209,Royal Style,Male,CUS00032,Retail,Hair Conditioner,COS032,Cosmetics,CAT002,750,19,14250,712.5,13537.5,676.88,0,406.12,2025,October,29,12860.62,0
12/4/2025,SID002,Mehedi Hasan,INV2512100210,Smart Collection,Both,CUS00116,Walk In,Body Wash,COS030,Cosmetics,CAT002,600,55,33000,0,33000,660,0,990,2025,December,4,32340,0
12/31/2025,SID019,Mim Akter,INV2512100211,Beauty Point,Female,CUST066,Corporate,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,28,8400,0,8400,0,2520,252,2025,December,31,8400,2520
6/7/2026,SID002,Bonna Akter,INV2606100212,Moonlight Cosmetics,Both,CUS00454,Online,Lipstick,COS002,Cosmetics,CAT002,850,45,38250,1912.5,36337.5,0,0,1090.12,2026,June,7,36337.5,0
5/23/2025,SID017,Tasnia Rahman,INV2505100213,Fashion Express,Both,CUS00058,Online,Toothpaste,HYG005,Hygiene Products,CAT004,200,40,8000,240,7760,388,2328,232.8,2025,May,23,7372,2328
6/1/2026,SID002,Samira Akter,INV2606100214,Dream Fashion,Female,CUS00165,Online,Jewelry Set,ACC009,Accessories,CAT003,4500,59,265500,18585,246915,4938.3,74074.5,7407.45,2026,June,1,241976.7,74074.5
6/17/2026,SID010,Farzana Akter,INV2606100215,Shine Collection,Both,CUS00035,Distributor,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,66,49500,1485,48015,960.3,9603,1440.45,2026,June,17,47054.7,9603
4/7/2025,SID010,Mim Akter,INV2504100216,Beauty World,Male,CUST010,Distributor,Sunscreen,COS009,Cosmetics,CAT002,1150,16,18400,1288,17112,855.6,5133.6,513.36,2025,April,7,16256.4,5133.6
8/13/2026,SID017,Sadia Afrin,INV2608100217,Bloom Cosmetics,Female,CUST027,Distributor,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,48,40800,1224,39576,0,7915.2,1187.28,2026,August,13,39576,7915.2
6/21/2025,SID010,Jannatul Ferdous,INV2506100218,Style World,Both,CUS00203,Corporate,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,27,20250,1417.5,18832.5,376.65,3766.5,564.98,2025,June,21,18455.85,3766.5
7/8/2026,SID011,Sadia Afrin,INV2607100219,Fashion Plus,Female,CUS00102,Distributor,Makeup Kit,COS034,Cosmetics,CAT002,2500,51,127500,6375,121125,2422.5,24225,3633.75,2026,July,8,118702.5,24225
11/25/2026,SID008,Arif Hossain,INV2611100220,Classic Apparel,Female,CUST003,Walk In,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,15,10500,315,10185,509.25,0,305.55,2026,November,25,9675.75,0
6/23/2025,SID017,Sadia Afrin,INV2506100221,Apex Fashion,Female,CUST061,Online,Toothbrush,HYG006,Hygiene Products,CAT004,150,99,14850,445.5,14404.5,288.09,2880.9,432.13,2025,June,23,14116.41,2880.9
6/17/2025,SID011,Nayeem Hasan,INV2506100222,Chic Collection,Male,CUST050,Online,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,18,8100,0,8100,0,0,243,2025,June,17,8100,0
9/4/2025,SID015,Farzana Akter,INV2509100223,Elite Collection,Male,CUS00379,Walk In,Feminine Wash,HYG010,Hygiene Products,CAT004,400,85,34000,3400,30600,0,9180,918,2025,September,4,30600,9180
9/29/2025,SID009,Nayeem Hasan,INV2509100224,Smart Collection,Male,CUS00470,Online,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,98,83300,5831,77469,1549.38,15493.8,2324.07,2025,September,29,75919.62,15493.8
6/18/2025,SID010,Tanvir Islam,INV2506100225,Classic Apparel,Female,CUST003,Walk In,Hair Serum,COS006,Cosmetics,CAT002,1200,42,50400,0,50400,1008,10080,1512,2025,June,18,49392,10080
10/17/2026,SID003,Imran Hossain,INV2610100226,Fashion World,Female,CUS00258,Retail,Hair Spray,COS029,Cosmetics,CAT002,450,60,27000,810,26190,523.8,0,785.7,2026,October,17,25666.2,0
4/28/2026,SID020,Sharmin Akter,INV2604100227,Bloom Cosmetics,Female,CUST027,Distributor,Wallet,ACC002,Accessories,CAT003,1200,42,50400,2520,47880,957.6,0,1436.4,2026,April,28,46922.4,0
10/28/2026,SID002,Imran Hossain,INV2610100228,Premium Beauty,Male,CUS00472,Walk In,Scarf,ACC006,Accessories,CAT003,900,23,20700,2070,18630,931.5,0,558.9,2026,October,28,17698.5,0
2/8/2026,SID001,Rafiul Karim,INV2602100229,Blue Sky Fashion,Both,CUST014,Online,Face Scrub,COS027,Cosmetics,CAT002,550,43,23650,1182.5,22467.5,0,0,674.02,2026,February,8,22467.5,0
12/7/2026,SID003,Jannatul Ferdous,INV2612100230,Smart Collection,Both,CUS00303,Retail,Footwear,ACC011,Accessories,CAT003,2500,73,182500,12775,169725,3394.5,0,5091.75,2026,December,7,166330.5,0
6/25/2025,SID008,Tanvir Islam,INV2506100231,Glamour Point,Female,CUS00276,Distributor,Aftershave,COS019,Cosmetics,CAT002,800,55,44000,3080,40920,818.4,0,1227.6,2025,June,25,40101.6,0
7/19/2026,SID012,Farzana Akter,INV2607100232,Trendy Shop,Male,CUS00433,Retail,Body Butter,COS017,Cosmetics,CAT002,700,94,65800,3290,62510,1250.2,18753,1875.3,2026,July,19,61259.8,18753
1/25/2025,SID007,Mehedi Hasan,INV2501100233,Modern Style,Both,CUS00492,Walk In,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,28,14000,1400,12600,630,3780,378,2025,January,25,11970,3780
11/9/2025,SID015,Sharmin Akter,INV2511100234,Fashion Gallery,Both,CUS00098,Walk In,Wallet,ACC002,Accessories,CAT003,1200,78,93600,4680,88920,1778.4,17784,2667.6,2025,November,9,87141.6,17784
5/14/2025,SID013,Shuvo Das,INV2505100235,Cosmo House,Both,CUST055,Distributor,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,16,12800,1280,11520,576,3456,345.6,2025,May,14,10944,3456
9/6/2026,SID010,Samira Akter,INV2609100236,Fashion Point,Female,CUS00394,Corporate,Handbag,ACC001,Accessories,CAT003,3500,74,259000,12950,246050,0,73815,7381.5,2026,September,6,246050,73815
10/30/2025,SID004,Rakib Hasan,INV2510100237,Lily Boutique,Male,CUS00182,Walk In,Body Wash,COS030,Cosmetics,CAT002,600,95,57000,3990,53010,1060.2,10602,1590.3,2025,October,30,51949.8,10602
8/7/2025,SID018,Sabbir Ahmed,INV2508100238,Fashion Point,Male,CUS00199,Online,Jewelry Set,ACC009,Accessories,CAT003,4500,46,207000,10350,196650,0,0,5899.5,2025,August,7,196650,0
2/21/2025,SID002,Sharmin Akter,INV2502100239,Urban Style,Female,CUS00469,Corporate,Compact Powder,COS008,Cosmetics,CAT002,800,64,51200,0,51200,0,10240,1536,2025,February,21,51200,10240
